Name,Allocate L0,Keygen L0,Sign L0,Verify L0,Allocate L1,Keygen L1,Sign L1,Verify L1,Allocate L10,Keygen L10,Sign L10,Verify L10,Allocate L100,Keygen L100,Sign L100,Verify L100,Allocate L1000,Keygen L1000,Sign L1000,Verify L1000,Allocate L10000,Keygen L10000,Sign L10000,Verify L10000,Allocate L100000,Keygen L100000,Sign L100000,Verify L100000,Allocate L1000000,Keygen L1000000,Sign L1000000,Verify L1000000,Allocate L10000000,Keygen L10000000,Sign L10000000,Verify L10000000,Allocate L100000000,Keygen L100000000,Sign L100000000,Verify L100000000,
"SPHINCS+-SHA256-192s-simple",0.006500,70.164300,714.425300,0.788100,0.005900,70.119200,714.327600,0.778500,0.006000,70.103100,714.570400,0.779600,0.005500,70.132300,714.891000,0.780200,0.005400,70.200500,714.947100,0.775600,0.004800,70.235600,715.626600,0.786500,0.004700,70.249000,715.789800,0.846300,0.005300,70.212100,716.448900,1.454000,0.007700,70.264200,727.891700,7.366900,0.008400,70.717200,863.247800,86.230900,
"SPHINCS+-SHA256-256f-robust",0.008000,11.525700,235.395100,4.807400,0.005000,11.527800,235.427500,4.789500,0.004900,11.510500,235.405700,4.808700,0.004500,11.537800,235.521900,4.827300,0.004100,11.535000,235.459300,4.835900,0.004900,11.525300,235.411900,4.835000,0.005200,11.514800,235.513900,4.850600,0.005200,11.529900,236.719100,5.487300,0.007500,11.547900,247.794800,11.436400,0.009100,11.557600,379.321700,90.387900,
"SPHINCS+-SHA256-256f-simple",0.004400,2.909900,62.372200,2.322000,0.003300,2.906700,62.273500,2.313400,0.003300,2.902900,62.343600,2.298700,0.003100,2.890400,62.289400,2.330100,0.003100,2.908800,62.280500,2.340900,0.002800,2.902100,62.344000,2.296900,0.003300,2.903300,62.439200,2.409600,0.004400,2.903800,63.494500,2.937500,0.007500,2.921500,74.765100,8.902100,0.008800,2.954600,206.223900,88.039600,
"SPHINCS+-SHA256-256s-robust",0.006400,183.455800,2168.851600,2.449200,0.006600,183.552400,2168.892700,2.459700,0.006700,183.394600,2167.916000,2.468300,0.005600,183.430100,2169.200400,2.437400,0.006200,183.452000,2169.720100,2.432200,0.005600,183.684300,2169.950800,2.458500,0.005300,183.508600,2169.099800,2.510400,0.005700,183.563900,2171.003800,3.118700,0.008000,183.509500,2182.654200,9.015600,0.008700,183.797500,2315.030700,88.022600,
"SPHINCS+-SHA256-256s-simple",0.006800,45.185500,587.806400,1.156600,0.006100,45.136300,587.902500,1.136000,0.006300,45.128900,587.805100,1.134500,0.005200,45.182200,587.912600,1.136700,0.005400,45.166100,587.906200,1.125000,0.005200,45.159200,587.877000,1.158900,0.005000,45.166300,587.872300,1.204200,0.005300,45.181400,589.543900,1.830400,0.007400,45.192800,600.924600,7.739400,0.008700,45.547300,733.932100,86.731800,
"SPHINCS+-SHAKE256-128f-robust",0.006300,3.612500,85.580300,10.953900,0.006700,3.437500,85.605300,11.176200,0.006500,3.349000,85.513900,11.298100,0.006400,3.303100,85.625000,10.994200,0.005700,5.698300,83.885400,10.253800,0.006400,3.693700,83.962600,12.985900,0.005800,3.350800,86.796800,11.719900,0.005900,3.459900,96.126000,16.634100,0.006900,3.500700,187.763200,62.464400,0.007800,4.001500,1111.103900,539.852300,
"SPHINCS+-SHAKE256-128f-simple",0.006300,3.276400,47.748600,5.335700,0.005600,3.308500,47.875000,5.287400,0.005500,3.337200,47.741100,5.384700,0.005300,3.380300,47.893800,5.356500,0.005400,3.217000,47.848900,5.394600,0.005400,2.062800,48.012300,6.768100,0.005200,1.936900,50.141500,6.531800,0.004900,1.938200,58.846200,10.856800,0.006300,1.930200,149.632700,56.956600,0.008200,2.168800,1074.791000,534.453300,
"SPHINCS+-SHAKE256-128s-robust",0.007100,210.037400,1596.660000,3.887700,0.007300,210.012300,1596.928200,3.858200,0.007100,210.136300,1595.845500,3.981000,0.005900,210.000700,1596.803100,3.931500,0.005600,210.101700,1596.880900,3.897400,0.006000,209.826800,1596.575700,4.238100,0.005500,209.795000,1597.772000,4.443200,0.005700,209.177300,1602.556500,9.045000,0.030100,209.856800,1680.599100,54.833200,0.008300,210.096800,2624.553500,531.425200,
"SPHINCS+-SHAKE256-128s-simple",0.007500,115.499800,878.722500,2.067900,0.007100,115.456900,879.169500,2.000500,0.006700,115.627600,879.248000,2.097100,0.006300,115.378300,878.988600,2.070900,0.006600,115.094500,878.999700,2.042500,0.012400,113.685600,880.864400,4.358300,0.020800,113.346000,882.553800,2.541300,0.020400,112.936700,891.153900,7.161300,0.024600,114.465600,972.217200,53.013600,0.008200,112.814300,1904.924600,528.627300,
"SPHINCS+-SHAKE256-192f-robust",0.007500,5.639100,139.525400,15.469200,0.007300,5.863200,140.051100,15.450900,0.007500,5.767600,139.598900,15.486000,0.007200,5.867500,139.504600,15.599600,0.008800,5.730400,139.360400,15.657800,0.006900,5.544700,139.251800,15.696600,0.161900,4.907200,140.011700,16.815700,0.185500,4.898600,149.923300,21.588600,0.182500,4.891500,240.244800,67.613700,0.009400,5.866000,1166.634500,542.497100,
"SPHINCS+-SHAKE256-192f-simple",0.007800,4.893200,76.395600,7.792700,0.007000,5.047000,76.257600,7.784000,0.006900,5.069900,76.354300,7.640700,0.005800,5.005000,76.257900,7.713200,0.006400,4.799600,76.315500,7.743500,0.005900,2.981800,76.310300,10.171800,0.116600,2.677200,79.137400,9.082500,0.115600,2.666000,88.013700,13.797500,0.127100,2.680300,178.485500,59.951300,0.008800,3.135500,1103.530600,538.373800,
"SPHINCS+-SHAKE256-192s-robust",0.007600,307.314700,2750.605300,5.527300,0.007600,306.305300,2752.272700,5.591800,0.006900,306.465300,2749.253900,5.572300,0.006200,306.996900,2745.327900,5.597500,0.006600,306.013400,2745.023400,5.569600,0.006600,304.715100,2731.322400,6.281000,0.083300,303.360900,2731.716300,6.274100,0.085500,302.905500,2720.082300,10.829900,0.082100,303.874700,2856.305200,56.558600,0.008900,305.510800,3779.178300,533.804700,
"SPHINCS+-SHAKE256-192s-simple",0.006700,166.232400,1543.533500,2.883300,0.008500,166.302700,1543.525400,2.916200,0.006800,166.253500,1542.552800,2.932500,0.005900,166.312500,1542.307500,2.969800,0.006200,166.100400,1562.691000,2.867700,0.006100,165.436600,1531.342500,3.094700,0.038300,165.976600,1519.781900,3.449100,0.038900,163.679800,1561.417800,8.033200,0.041300,165.308400,1620.220200,53.677400,0.009300,165.392500,2581.925800,530.620800,
"SPHINCS+-SHAKE256-256f-robust",0.007600,13.654000,268.020700,16.374500,0.008500,12.857900,269.219800,16.450000,0.007300,12.854000,268.780000,16.715200,0.007000,12.857500,269.078300,16.540600,0.006800,12.773000,269.060300,16.276100,0.006900,12.963500,260.982800,16.607000,0.113700,12.605100,263.002200,16.998900,0.060200,12.538500,270.231200,21.807900,0.052700,12.537500,360.950700,67.641900,0.009000,12.811600,1287.163500,543.834800,
"SPHINCS+-SHAKE256-256f-simple",0.007400,7.533400,147.243100,8.465200,0.006900,7.588200,148.252400,8.569100,0.006800,7.546800,147.988800,8.501700,0.006300,7.560800,148.153000,8.358400,0.006600,7.539200,148.217400,8.506600,0.006600,7.380400,146.336100,8.661300,0.121900,6.969000,146.738700,9.247200,0.115300,6.966500,154.271200,13.893800,0.122900,6.975000,246.414900,59.505100,0.008900,7.467400,1173.479500,535.948000,
"SPHINCS+-SHAKE256-256s-robust",0.007400,200.520100,2336.006900,8.098600,0.007100,200.393100,2335.821200,8.198900,0.007000,201.238400,2338.712500,8.267500,0.006700,201.516100,2333.514100,8.170900,0.006600,200.358600,2324.752700,8.129700,0.006200,200.402300,2330.527200,9.020800,0.125800,199.140100,2319.990300,8.788300,0.129500,198.749000,2330.655100,13.573000,0.124100,198.186700,2416.253300,59.127500,0.010500,198.934300,3350.232000,534.805200,
"SPHINCS+-SHAKE256-256s-simple",0.007300,109.382600,1326.563200,4.323300,0.007000,107.666800,1328.872100,4.160100,0.007000,107.438500,1328.086100,4.216200,0.006400,107.313900,1328.161900,4.289300,0.005700,107.250400,1333.638800,4.141600,0.006600,109.180800,1323.998000,4.671900,0.060000,108.492500,1318.956800,4.805100,0.060700,107.959800,1323.193000,9.351700,0.062000,108.487000,1422.600500,55.099100,0.009000,108.087000,2357.748700,531.437400,
