Name,Allocate L0,Keygen L0,Sign L0,Verify L0,Allocate L1,Keygen L1,Sign L1,Verify L1,Allocate L10,Keygen L10,Sign L10,Verify L10,Allocate L100,Keygen L100,Sign L100,Verify L100,Allocate L1000,Keygen L1000,Sign L1000,Verify L1000,Allocate L10000,Keygen L10000,Sign L10000,Verify L10000,Allocate L100000,Keygen L100000,Sign L100000,Verify L100000,Allocate L1000000,Keygen L1000000,Sign L1000000,Verify L1000000,Allocate L10000000,Keygen L10000000,Sign L10000000,Verify L10000000,Allocate L100000000,Keygen L100000000,Sign L100000000,Verify L100000000,
"SPHINCS+-Haraka-256f-robust",0.003000,1.146600,24.178400,0.709200,0.001900,1.139800,24.152300,0.697700,0.001900,1.137800,24.144500,0.704300,0.001500,1.136500,24.120300,0.705700,0.001600,1.137900,24.115600,0.708500,0.002100,1.139300,24.233600,0.718400,0.002700,1.144400,24.468200,0.843700,0.002300,1.147000,26.899800,2.091000,0.007600,1.174500,52.269000,15.074300,0.008500,1.172700,323.832700,163.969700,
"SPHINCS+-Haraka-256f-simple",0.002700,1.024100,20.721900,0.504200,0.002300,1.012000,20.690500,0.501900,0.001800,1.009100,20.698200,0.507300,0.001900,1.011600,20.688300,0.506900,0.001600,1.037300,20.701500,0.505600,0.002000,1.008900,20.683400,0.519900,0.001800,1.007800,20.934300,0.641300,0.003500,1.009500,23.395200,1.886800,0.007100,1.031500,48.475400,14.751500,0.008500,1.038800,320.117100,163.688600,
"SPHINCS+-Haraka-256s-robust",0.005100,17.053300,247.753700,0.368800,0.005400,17.053300,247.703700,0.377000,0.003200,17.034200,247.655500,0.365500,0.003900,17.072800,247.674500,0.371200,0.004100,17.060300,247.797000,0.371900,0.003800,17.043100,248.127200,0.389600,0.003700,17.072200,248.471400,0.514500,0.004100,17.050300,250.800700,1.790600,0.006800,17.074500,275.590800,14.694400,0.008700,17.279800,546.081500,163.115500,
"SPHINCS+-Haraka-256s-simple",0.004900,14.555400,202.594400,0.265000,0.004300,14.498400,202.336100,0.266900,0.003700,14.523200,202.376300,0.267400,0.003300,14.519700,202.409400,0.262100,0.003700,14.527300,202.461300,0.268200,0.003900,14.513000,202.431900,0.283400,0.003300,14.511900,202.667000,0.409600,0.004500,14.527800,205.187500,1.680500,0.006900,14.532300,230.175500,14.569800,0.008700,14.584200,501.791500,163.404000,
"SPHINCS+-SHA256-128f-robust",0.003400,1.534400,36.980600,2.852800,0.002700,1.526900,37.011100,2.867900,0.002400,1.523900,36.995100,2.868000,0.002000,1.524700,36.963200,2.884100,0.002300,1.526500,36.994600,2.877500,0.002200,1.518200,36.927000,2.909900,0.002300,1.522000,37.073400,2.918400,0.003400,1.527600,38.172300,3.497900,0.006500,1.547800,49.486900,9.465300,0.007600,1.559200,180.583000,88.245700,
"SPHINCS+-SHA256-128f-simple",0.002500,0.843800,19.910100,1.516100,0.001700,0.843100,19.889700,1.505800,0.002100,0.843300,19.922600,1.475100,0.001500,0.848500,19.886000,1.511000,0.001800,0.843800,19.895800,1.503200,0.001500,0.843400,19.882500,1.518700,0.001900,0.844200,20.001400,1.564200,0.003000,0.853700,21.110100,2.136600,0.005900,0.877300,32.297300,8.035800,0.008200,0.877600,163.710200,87.043800,
"SPHINCS+-SHA256-128s-robust",0.005700,93.174600,708.549400,0.987100,0.004900,93.108200,707.910400,0.962600,0.005200,93.096900,707.765900,0.962800,0.004400,93.219900,708.564000,0.984200,0.004300,93.071100,707.618400,0.969200,0.004100,93.197800,707.969100,0.973700,0.004200,93.067500,707.572100,1.051100,0.005500,93.109300,709.257200,1.647100,0.006600,93.269600,721.356700,7.544900,0.008200,93.605400,853.079600,86.488100,
"SPHINCS+-SHA256-128s-simple",0.005700,49.780400,377.830500,0.546000,0.004700,49.692300,377.779300,0.544800,0.004800,49.695500,377.752600,0.536300,0.004300,49.716700,377.818500,0.523600,0.004100,49.729000,377.779900,0.541600,0.003800,49.692600,377.816800,0.544300,0.003900,49.702100,377.924200,0.601400,0.004300,49.693800,379.041600,1.209200,0.006000,49.734100,390.238500,7.103000,0.007400,50.274800,525.344600,85.928500,
"SPHINCS+-SHA256-192f-robust",0.002700,2.169600,60.145300,4.410500,0.002500,2.162700,60.190300,4.357000,0.002500,2.164400,60.236200,4.415800,0.002000,2.175700,60.276500,4.476100,0.002400,2.168600,60.087400,4.422300,0.002200,2.165600,60.122600,4.351000,0.002300,2.166300,60.333700,4.567400,0.003100,2.171400,61.388400,5.087400,0.006200,2.188300,72.677000,10.982700,0.007800,2.195000,203.895300,89.755800,
"SPHINCS+-SHA256-192f-simple",0.002900,1.165400,32.311300,2.270100,0.002500,1.163200,32.264900,2.247900,0.002100,1.165000,32.231600,2.271600,0.001800,1.162800,32.221400,2.292300,0.002000,1.165700,32.246400,2.274600,0.002100,1.162700,32.266800,2.275000,0.002100,1.156300,32.360500,2.352800,0.002800,1.170400,33.461300,2.925900,0.006400,1.190100,44.655700,8.812400,0.007800,1.193800,175.987000,87.665400,
"SPHINCS+-SHA256-192s-robust",0.005500,134.559900,1328.568100,1.521400,0.005200,134.779500,1328.454400,1.515900,0.005500,134.676300,1329.878600,1.510200,0.004700,134.820800,1329.536700,1.505400,0.004500,135.024000,1329.404200,1.496900,0.004700,134.842600,1329.979300,1.502600,0.004600,134.606600,1329.300500,1.579500,0.005000,134.735300,1329.515800,2.165300,0.007300,134.786000,1341.528700,8.101600,0.007500,135.418300,1475.895700,86.939400,
"SPHINCS+-SHA256-192s-simple",0.006100,70.133600,714.198000,0.767800,0.005300,70.041700,714.185700,0.770300,0.005000,70.108800,714.067100,0.767200,0.004900,70.097100,714.160200,0.766400,0.005000,70.053100,714.159800,0.769600,0.004800,70.054900,714.262300,0.774800,0.004400,70.068200,714.100300,0.837000,0.004900,70.109500,715.345100,1.440400,0.006500,70.072900,726.366400,7.384400,0.007900,70.587300,861.082700,86.166600,
"SPHINCS+-SHA256-256f-robust",0.004800,11.508000,235.112200,4.867100,0.004400,11.522400,235.349500,4.827600,0.004600,11.525600,235.333000,4.807500,0.004600,11.522000,235.389900,4.798800,0.004100,11.506400,235.252700,4.815600,0.004000,11.503900,235.313100,4.844500,0.004000,11.500600,235.418500,4.881700,0.004800,11.506600,236.434600,5.497700,0.006900,11.533400,247.596500,11.424400,0.008000,11.541800,378.791500,90.099700,
"SPHINCS+-SHA256-256f-simple",0.003800,2.901500,62.171300,2.316000,0.002500,2.892300,62.140000,2.280400,0.003100,2.900200,62.114000,2.321400,0.002100,2.891700,62.204300,2.341200,0.002700,2.894200,62.156600,2.302100,0.002900,2.893800,62.170800,2.294200,0.002300,2.892000,62.245500,2.357600,0.003300,2.895200,63.337600,2.959700,0.006200,2.914700,74.589000,8.811500,0.007800,2.946100,205.883100,87.891400,
