Name,Allocate L0,Keygen L0,Sign L0,Verify L0,Allocate L1,Keygen L1,Sign L1,Verify L1,Allocate L10,Keygen L10,Sign L10,Verify L10,Allocate L100,Keygen L100,Sign L100,Verify L100,Allocate L1000,Keygen L1000,Sign L1000,Verify L1000,Allocate L10000,Keygen L10000,Sign L10000,Verify L10000,Allocate L100000,Keygen L100000,Sign L100000,Verify L100000,Allocate L1000000,Keygen L1000000,Sign L1000000,Verify L1000000,Allocate L10000000,Keygen L10000000,Sign L10000000,Verify L10000000,Allocate L100000000,Keygen L100000000,Sign L100000000,Verify L100000000,
"SPHINCS+-SHAKE256-128s-robust",0.007000,209.913300,1596.067600,3.768900,0.006700,209.677900,1595.242600,3.811200,0.006800,209.997300,1596.068900,3.858300,0.005300,210.150300,1595.895100,3.884600,0.005700,209.696300,1595.467200,3.796800,0.005600,209.491000,1595.416300,4.203500,0.005400,209.360000,1596.406600,4.397100,0.006000,209.204700,1602.054400,8.994300,0.007400,209.563700,1680.262800,54.789500,0.008200,209.612500,2622.631600,531.337500,
"SPHINCS+-SHAKE256-128s-simple",0.007100,115.875900,882.355200,2.020300,0.007200,115.563500,881.134700,2.002400,0.006300,115.889700,880.288700,1.975400,0.005900,115.719600,882.648500,2.030900,0.006100,115.315100,882.336900,2.028900,0.013400,113.069000,880.282000,4.301000,0.016900,113.075600,883.828000,2.501900,0.017700,113.679000,895.148600,7.177200,0.021000,115.280300,978.765500,52.954800,0.008600,113.121400,1906.145300,528.609300,
"SPHINCS+-SHAKE256-192f-robust",0.007700,5.424900,138.832800,15.185700,0.007400,5.461300,138.880500,15.123400,0.006600,5.421500,138.828500,15.106400,0.006100,5.499000,138.855500,15.061400,0.006400,5.458900,138.777100,15.207200,0.006100,5.250600,139.065700,15.251000,0.076700,4.848400,139.676000,16.099400,0.076300,4.852600,148.506500,20.812300,0.086800,4.830000,238.753100,67.055200,0.008800,5.478500,1165.786600,542.672700,
"SPHINCS+-SHAKE256-192f-simple",0.007200,4.665100,76.002200,7.698500,0.006900,4.771700,75.949300,7.646700,0.007500,4.797400,75.960800,7.742000,0.007000,4.827700,75.865200,7.709000,0.006700,4.633000,75.901900,7.676700,0.006400,2.949300,76.122000,9.860200,0.071100,2.677100,78.356200,8.597600,0.077600,2.655800,86.233800,13.279300,0.081200,2.676200,176.775000,59.538500,0.008900,3.052900,1103.244100,537.504600,
"SPHINCS+-SHAKE256-192s-robust",0.007200,306.627800,2745.718200,5.518900,0.006900,306.244500,2707.013300,5.534900,0.006700,305.893100,2707.538100,5.440500,0.005600,305.915000,2757.834900,5.490600,0.006300,307.306300,2764.484700,5.564200,0.006400,304.785400,2746.380800,6.402700,0.069700,304.213600,2740.268700,6.097700,0.069400,302.498400,2744.876800,10.743700,0.070300,302.986100,2820.168500,56.428300,0.008500,305.440100,3820.343700,532.541400,
"SPHINCS+-SHAKE256-192s-simple",0.007800,165.908800,1540.745600,2.822400,0.006800,166.109000,1542.260500,2.855100,0.006700,166.360000,1542.564200,2.910900,0.006200,166.122100,1541.793400,2.897500,0.006000,166.035400,1563.568500,2.890100,0.005700,165.274100,1530.975100,3.107200,0.033800,165.962400,1519.348600,3.396200,0.032700,163.532400,1560.392600,7.988100,0.037100,166.220100,1624.096300,53.713200,0.008700,165.424400,2578.672400,529.758100,
"SPHINCS+-SHAKE256-256f-robust",0.008000,15.913700,263.469900,15.248800,0.007400,16.247700,263.847200,15.138800,0.006900,16.190400,264.020300,15.064500,0.007400,16.233700,263.653500,15.128800,0.006000,12.771900,268.441900,15.834700,0.005900,13.054000,265.734400,15.709500,0.052600,12.575800,264.181800,16.380300,0.021200,12.569700,270.946900,20.936900,0.027300,12.751400,362.428400,67.016300,0.009200,12.903900,1295.091100,543.694900,
"SPHINCS+-SHAKE256-256f-simple",0.007600,7.336600,147.149500,8.332800,0.007100,7.410900,147.054200,8.258100,0.006700,7.434400,147.019300,8.269200,0.005800,7.431400,146.838400,8.286400,0.006100,7.030000,144.090800,8.592800,0.005700,7.087300,145.576500,8.538100,0.056800,6.969200,146.993900,8.957500,0.036300,6.959800,154.037400,13.554000,0.009900,6.926700,247.286000,59.442300,0.008500,6.879600,1175.385800,535.811100,
"SPHINCS+-SHAKE256-256s-robust",0.007300,200.073000,2334.178900,7.938800,0.007100,200.197700,2336.158200,7.909100,0.006900,200.589600,2335.307300,7.868300,0.006600,201.028600,2333.769800,7.863300,0.006500,199.957000,2385.787200,8.190300,0.007400,199.765800,2328.417600,8.987600,0.080800,198.783300,2319.047300,8.796100,0.087000,199.224300,2321.028700,13.242600,0.038400,203.736300,2445.179100,59.117100,0.009200,199.459100,3412.795600,535.408000,
"SPHINCS+-SHAKE256-256s-simple",0.006900,108.645500,1325.199100,4.207200,0.006900,107.209800,1326.021700,4.145400,0.007300,107.108100,1326.350500,4.216100,0.007200,107.276900,1325.858800,4.249600,0.006300,107.522200,1357.774600,4.217900,0.006200,108.748800,1323.207300,4.560600,0.052100,108.256400,1318.366900,4.785700,0.052500,108.525100,1324.393200,9.389000,0.053900,110.065700,1434.222500,55.104600,0.009000,108.022700,2373.899300,531.709400,
